id,weight
1,0.0
2,0.0
3,0.0
4,2.0
5,0.0
6,1.0
7,4.1699250014423122
8,0.0
9,4.8073549220576037
10,1.0
11,2.8073549220576042
12,2.8073549220576042
13,0.0
14,0.0
15,1.0
16,0.0
17,0.0
18,8.640244936222345
19,9.2992080183872794
20,0.0
21,1.0
22,29.28236493245803
23,0.0
24,0.0
25,0.0
26,6.2288186904958813
27,1.5849625007211563
28,1.0
29,6.1292830169449672
30,1.0
31,0.0
32,0.0
33,1.0
34,7.1292830169449655
35,0.0
36,0.0
37,0.0
38,3.9068905956085187
39,0.0
40,0.0
41,1.5849625007211563
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,1.5849625007211563
48,0.0
49,1.5849625007211563
50,27.792014962712617
51,0.0
52,0.0
53,0.0
54,6.2667865406949019
55,7.7548875021634682
56,0.0
57,1.0
58,0.0
59,0.0
60,0.0
61,2.3219280948873622
62,4.9068905956085178
63,11.754887502163468
64,4.3923174227787607
65,11.578844391558203
66,1.5849625007211563
67,15.947865194425827
68,6.6438561897747253
69,4.1699250014423122
70,39.542931463274236
71,0.0
72,0.0
73,0.0
74,3.5849625007211561
75,0.0
76,15.37754946966907
77,3.5849625007211561
78,1.0
79,3.1699250014423126
80,98.383362442100065
81,0.0
82,7.1699250014423122
83,3.9068905956085187
84,0.0
85,2.0
86,2.8073549220576042
87,1.0
88,1.0
89,43.604842305933985
90,16.387478865842379
91,22.513527139188046
92,3.5849625007211561
93,4.0
94,11.918863237274595
95,0.0
96,19.240045945919135
97,36.788043961110773
98,5.3219280948873617
99,7.6438561897747244
100,2.0
101,1.5849625007211563
102,34.985175475487836
103,5.0
104,9.7142455176661215
105,2.3219280948873622
106,1.0
107,74.060248261707528
108,25.387996257104191
109,0.0
110,17.451211111832329
111,41.241501448558999
112,9.3219280948873617
113,21.346098150549803
114,15.600377553107844
115,11.754887502163468
116,117.96896532723481
117,18.169572737970686
118,86.759174079983495
119,161.02881230396005
120,20.080567731911938
121,22.982804226364959
122,12.621136113274639
123,36.226514347440855
124,48.976896801096906
125,9.1699250014423122
126,119.40719899047406
127,2.0
128,49.080200751461042
129,8.5849625007211561
130,32.483175290859897
131,30.097231330495884
132,58.900975385730639
133,24.441953295138806
134,0.0
135,49.409376708929223
136,14.414685235807214
137,6.3219280948873617
138,0.0
139,50.278394313359769
140,20.25049273335425
141,12.829722735086058
142,8.7548875021634682
143,43.899233308023497
144,15.550746785383243
145,13.032562359001107
146,24.876097218572752
147,43.876865494995045
148,38.124018407055786
149,20.890596788267871
150,31.458468381921829
151,12.884170519108435
152,18.343602137745734
153,73.016122937137013
154,12.951284714966972
155,16.536247215688128
156,2.5849625007211561
157,56.550487824443643
158,108.08151458496543
159,25.2691084115216
160,3.9068905956085187
161,210.59195895765637
162,1.0
163,1.0
164,77.593113883045518
165,26.112989209604319
166,8.8703647195834048
167,35.756031399612581
168,20.206098613995795
169,19.214319120800766
170,11.064742764750255
171,49.011570817912862
172,31.578963674108387
173,46.836680440907479
174,436.84653403841457
175,15.957827560833746
176,150.18185626683751
177,1528.2358530045926
178,36.273328877839795
179,37.805081585031886
180,20.969206622964236
181,19.45907935516567
182,19.884170519108437
183,40.301416098449003
184,24.350144983612509
185,2.5849625007211561
186,10.036173612553485
