id,weight
1,1.0
2,1.0
3,0.0
4,1.5849625007211563
5,0.0
6,0.0
7,0.0
8,0.0
9,4.1699250014423122
10,0.0
11,2.5849625007211561
12,2.5849625007211561
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,5.6147098441152083
19,8.4008794362821853
20,0.0
21,0.0
22,28.373516759827535
23,0.0
24,0.0
25,0.0
26,1.0
27,0.0
28,0.0
29,8.4008794362821853
30,0.0
31,0.0
32,0.0
33,0.0
34,7.6438561897747244
35,0.0
36,0.0
37,0.0
38,4.5849625007211561
39,0.0
40,0.0
41,2.5849625007211561
42,0.0
43,0.0
44,1.0
45,0.0
46,0.0
47,1.5849625007211563
48,0.0
49,0.0
50,21.860796010734632
51,0.0
52,0.0
53,0.0
54,4.3219280948873617
55,2.5849625007211561
56,0.0
57,1.5849625007211563
58,0.0
59,1.0
60,0.0
61,3.8073549220576042
62,1.0
63,11.055282435501189
64,3.0
65,8.6438561897747235
66,0.0
67,14.092757140919852
68,6.6147098441152083
69,0.0
70,35.286081734246039
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,11.98299357469431
77,1.0
78,0.0
79,3.0
80,98.421839423138522
81,0.0
82,2.3219280948873622
83,1.0
84,0.0
85,1.0
86,1.5849625007211563
87,0.0
88,3.0
89,35.801239518737496
90,16.668441828052998
91,21.031011907437708
92,5.5849625007211561
93,6.9068905956085178
94,18.430452551665535
95,0.0
96,14.951284714966972
97,31.286081734246043
98,3.3219280948873622
99,5.3219280948873626
100,1.0
101,2.3219280948873622
102,42.032075987675405
103,3.9068905956085187
104,9.1292830169449672
105,1.0
106,0.0
107,62.95086008663651
108,27.78855425910638
109,0.0
110,18.913917862502487
111,33.753841468521756
112,8.9068905956085178
113,20.762991857517868
114,11.562242424221072
115,11.036173612553485
116,97.800558200435503
117,17.409390936137701
118,87.395530879900093
119,158.57550410425574
120,17.691525441166043
121,16.82097669262124
122,17.981032058361023
123,37.916568087192381
124,41.970099638743136
125,6.1292830169449672
126,118.79208973499902
127,1.0
128,45.140024640185459
129,8.3219280948873617
130,29.70275269658929
131,29.202322569526263
132,54.836402785396885
133,18.913216674133455
134,1.0
135,46.374129187158069
136,16.488718845605543
137,5.0
138,0.0
139,49.18951963123677
140,14.720671786825553
141,13.029287226968245
142,9.2992080183872776
143,41.528167590191892
144,12.491853096329674
145,10.339850002884624
146,23.775954222326739
147,45.835102970603778
148,35.946464079551482
149,36.608264644236137
150,39.718733272461975
151,11.22881869049588
152,19.65345740033252
153,65.054829955079128
154,14.002815015607053
155,24.890496597633373
156,4.08746284125034
157,57.947811873600507
158,107.59458946265471
159,25.793635058380783
160,7.3219280948873617
161,206.60781515048444
162,5.0
163,7.3398500028846243
164,77.322333621195611
165,20.376023615438111
166,6.6147098441152083
167,42.81954609412562
168,14.562242424221074
169,26.473578924860785
170,4.1699250014423122
171,46.220994124223104
172,24.367237696937394
173,47.72869343052772
174,441.28414390792153
175,12.07681559705083
176,152.31318858063108
177,1594.4589731332117
178,29.899149909392797
179,39.323675046938206
180,26.943064208162006
181,25.350028406905167
182,14.214319120800766
183,42.093195875296722
184,23.443137811296644
185,2.0
186,2.0
